"otu.1"	"otu.2"	"otu.3"	"otu.4"	"otu.5"	"otu.6"	"otu.7"	"otu.8"	"otu.9"	"otu.10"	"otu.11"	"otu.12"	"otu.13"	"otu.14"	"otu.15"	"otu.16"	"otu.17"	"otu.18"	"otu.19"	"otu.20"	"otu.21"	"otu.22"	"otu.23"	"otu.24"	"otu.25"	"otu.26"	"otu.27"	"otu.28"	"otu.29"	"otu.30"	"otu.31"	"otu.32"	"otu.33"	"otu.34"	"otu.35"	"otu.36"	"otu.37"	"otu.38"	"otu.39"	"otu.40"	"otu.41"	"otu.42"	"otu.43"	"otu.44"	"otu.45"	"otu.46"	"otu.47"	"otu.48"	"otu.49"	"otu.50"	"otu.51"	"otu.52"	"otu.53"	"otu.54"	"otu.55"	"otu.56"	"otu.57"	"otu.58"	"otu.59"	"otu.60"	"otu.61"	"otu.62"	"otu.63"	"otu.64"	"otu.65"	"otu.66"	"otu.67"	"otu.68"	"otu.69"	"otu.70"	"otu.71"	"otu.72"	"otu.73"	"otu.74"	"otu.75"	"otu.76"	"otu.77"	"otu.78"	"otu.79"	"otu.80"	"otu.81"	"otu.82"	"otu.83"	"otu.84"	"otu.85"	"otu.86"	"otu.87"	"otu.88"	"otu.89"	"otu.90"	"otu.91"	"otu.92"	"otu.93"	"otu.94"	"otu.95"	"otu.96"	"otu.97"	"otu.98"	"otu.99"	"otu.100"	"otu.101"	"otu.102"	"otu.103"	"otu.104"	"otu.105"	"otu.106"
"sample.30"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000225993559137407	0.000524138781515149	0.00114196586528303	0.00233731122717563	0.00449403616214513	0.00811732949773889	0.0137735656213012	0.0219551386787201	0.0328762732732128	0.046247213823604	0.0611146262989787	0.075868472838917	0.088477759955245	0.0969311778993064	0.0997583957843345	0.0964477316326558	0.0875973915341891	0.0747389384330678	0.059904475617897	0.0451053660458547	0.0319046325577095	0.0212000008228581	0.0132334963884178	0.00776014655904793	0.00427485943220271	0.00221223036266666	0.00107546295048741	0.000491153398452125	0.000210714997878268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.31"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000132376224295479	0.000318747117269025	0.000721006427949073	0.00153210525549221	0.00305840266138308	0.00573531556562324	0.0101036098773351	0.016720621425917	0.0259947026644449	0.0379641682309853	0.052085821603151	0.0671307878179387	0.0812794139536064	0.0924476717458294	0.0987797647532646	0.0991508842853063	0.093493580257304	0.0828177800786024	0.0689163033632184	0.0538737191459263	0.0395629381050223	0.0272933415612577	0.0176881119659706	0.0107686891814337	0.0061588666398951	0.00330898922805858	0.00167011547974813	0.000791870645882893	0.000352710657107137	0.00014758408078209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.32"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000203437145932916	0.000475376485896711	0.00104352229509798	0.00215190137760154	0.0041686898967111	0.00758635935528762	0.0129695177152235	0.0208291159461608	0.0314249389890819	0.0445384033216467	0.0592995556663874	0.0741694108884868	0.0871474762624193	0.0961925404915545	0.0997434922457219	0.0971592915957452	0.0889079720628701	0.0764282057307026	0.0617196164423973	0.0468219360907851	0.0333681486915653	0.0223393972605501	0.0140497108148829	0.00830079931350216	0.00460711484032089	0.00240212031760683	0.00117656810227585	0.000541372234904291	0.000234008418680927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.33"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000287829705832866	0.000655972590999473	0.00140440500215016	0.00282459142854747	0.00533673331530155	0.00947222400535548	0.015793741075297	0.0247385740302607	0.0364016363053522	0.0503180433289358	0.0653406090306493	0.0797075034131923	0.0913422761589765	0.0983333981747825	0.099445894965356	0.0944776904822914	0.0843195482385135	0.0706942137368628	0.0556795941527373	0.0411969295081101	0.0286345413062018	0.0186970120388699	0.0114686098736181	0.00660854644377823	0.00357731932159286	0.00181913975466383	0.000869022490699986	0.000389989184254435	0.000164410936816671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.34"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000170394445341775	0.000403173107193685	0.000896157354219511	0.00187125763540892	0.00367062055791353	0.0067639750144111	0.0117090346616845	0.019041308240674	0.0290890186542067	0.0417462963474944	0.0562812103074369	0.0712796403191527	0.0848055286589228	0.0947849590745656	0.0995202098014534	0.0981611717153858	0.0909546233022836	0.0791710528048212	0.064738801584618	0.049730117581531	0.0358864840993673	0.024327581239589	0.0154925728345672	0.00926839974257729	0.00520885851693437	0.00275002702010303	0.001363917040907	0.000635470720313796	0.000278137616921679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.35"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000259643944448289	0.000596191096890203	0.00128602487565022	0.00260597261200931	0.00496074518844455	0.0088711635784839	0.0149029021485809	0.0235189380025396	0.0348675280964884	0.0485602827320273	0.0635327784677557	0.0780856240670235	0.0901573041955566	0.0977884008271517	0.0996392306490287	0.0953739966081207	0.0857602805844751	0.0724434291040812	0.0574868352294147	0.0428542990996463	0.0300107595508723	0.0197431376272676	0.0122014642991551	0.00708376799668687	0.00386343223737833	0.00197942414997003	0.000952710660131624	0.000430764375501043	0.000182967995220297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.36"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000153001628771787	0.0003647450319565	0.000816844353487111	0.00171848534231115	0.00339632270145734	0.00630563253989483	0.0109977783907208	0.0180192978777259	0.0277349482580115	0.0401026849295766	0.054472352965552	0.0695080996787739	0.0833203892326303	0.0938261205492637	0.09925509844004	0.0986366886185334	0.0920832710626464	0.0807568903537702	0.0665326821555995	0.0514928667269968	0.0374382641837415	0.0255706008667163	0.0164067574224627	0.0098892003495404	0.00559958948005445	0.00297856990572169	0.0014883874534817	0.000698684000892653	0.000308107444186579	0.000127638055482334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.37"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000234008418680927	0.000541372234904291	0.00117656810227585	0.00240212031760683	0.00460711484032088	0.00830079931350216	0.0140497108148829	0.0223393972605501	0.0333681486915653	0.0468219360907851	0.0617196164423973	0.0764282057307026	0.08890797206287	0.0971592915957452	0.0997434922457219	0.0961925404915545	0.0871474762624193	0.0741694108884868	0.0592995556663874	0.0445384033216467	0.0314249389890818	0.0208291159461608	0.0129695177152235	0.00758635935528762	0.0041686898967111	0.00215190137760154	0.00104352229509798	0.000475376485896711	0.000203437145932916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.38"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000137276589980736	0.000329721314300236	0.00074396783066681	0.00157694986573419	0.0031400619108754	0.00587374556608518	0.0103216384972581	0.0170387901205473	0.0264232027596927	0.0384936201266129	0.0526803497800308	0.067727514580705	0.0817971593771559	0.0928042574621867	0.0989131820663318	0.0990369008520466	0.0931529267740329	0.0823099925575742	0.0683227306057985	0.0532763499299738	0.0390265629889329	0.0268560874671092	0.0173612813425845	0.0105433203430652	0.00601491679591322	0.00322357991412324	0.00162294518902251	0.000767583904681889	0.000341039325795372	0.000142344161182279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.39"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000196391100187205	0.000460060535696317	0.00101242941215931	0.00209300912072475	0.00406475227906069	0.0074157254122497	0.0127095388384853	0.0204626812675549	0.0309493748798158	0.0439741869343383	0.0586948976860116	0.0735968923385505	0.0866912365811459	0.0959284691950924	0.0997186580298253	0.0973782423485249	0.0893313777890788	0.0769843997888262	0.0623243874587478	0.0473990791445613	0.0338640100902465	0.0227281172002002	0.014329965025418	0.00848757051696859	0.00472256838602053	0.00246848055438294	0.00121209807117233	0.000559116623482084	0.000242283391471722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.40"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000297829865968829	0.00067706846914154	0.00144595083854543	0.00290088866111747	0.00546720285683174	0.00967956657444654	0.0160991604540394	0.0251540049124253	0.0369205063717687	0.0509078494545324	0.0659414432627318	0.0802395972977355	0.0917224459233626	0.0984961168855219	0.0993617394842944	0.0941620397128976	0.0838280037187149	0.0701066129064717	0.0550789232548264	0.0406507434516048	0.0281843574847413	0.0183571129283972	0.0112320031184023	0.00645604644431664	0.0034860424521429	0.00176829733312295	0.000842625324181055	0.000377198813006947	0.000158621744709981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.41"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000176578128174922	0.000416761214622436	0.000924047457247971	0.00192467698180284	0.00376598012221436	0.00692236969164088	0.0119533090978519	0.0193900132384117	0.0295477663451533	0.042298776107238	0.056883661284557	0.071862757343609	0.0852858155763186	0.0950837566381002	0.0995846615270319	0.0979794881330631	0.0905595958808626	0.0786303810415248	0.0641361490046456	0.049144166506886	0.0353750989098838	0.0239210339144993	0.0151956340341733	0.00906805821088282	0.00508354143712722	0.00267716433927561	0.00132446440092321	0.00061554830963254	0.000268745122645331	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.42"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000250825998343801	0.000577385102010774	0.00124857660447246	0.00253642139010506	0.00484043303158446	0.00867767977630436	0.0146143538485793	0.0231212980454388	0.0343638172282057	0.0479785571983437	0.0629288162048987	0.0775369181423908	0.0897478602682614	0.0975879659439142	0.0996839006566791	0.0956555947489295	0.0862287963322639	0.0730215195499287	0.0580906188975022	0.0434127938164399	0.0304779717833088	0.0201006908689125	0.0124535308618213	0.00724820742131306	0.00396301138117268	0.00203552584511343	0.00098216514375391	0.000445193698524761	0.000189570211482646	0	0	0	0	0	0	0	0	0	0	0	0
"sample.43"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000158621744709981	0.000377198813006947	0.000842625324181056	0.00176829733312295	0.0034860424521429	0.00645604644431664	0.0112320031184023	0.0183571129283972	0.0281843574847413	0.0406507434516048	0.0550789232548264	0.0701066129064717	0.0838280037187149	0.0941620397128976	0.0993617394842944	0.0984961168855219	0.0917224459233626	0.0802395972977355	0.0659414432627318	0.0509078494545324	0.0369205063717687	0.0251540049124253	0.0160991604540394	0.00967956657444654	0.00546720285683174	0.00290088866111747	0.00144595083854543	0.00067706846914154	0.000297829865968829	0	0	0	0	0	0	0	0	0	0	0
"sample.44"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000225993559137407	0.000524138781515149	0.00114196586528303	0.00233731122717563	0.00449403616214513	0.00811732949773889	0.0137735656213012	0.0219551386787201	0.0328762732732128	0.046247213823604	0.0611146262989787	0.075868472838917	0.088477759955245	0.0969311778993064	0.0997583957843345	0.0964477316326558	0.0875973915341891	0.0747389384330678	0.059904475617897	0.0451053660458547	0.0319046325577095	0.0212000008228581	0.0132334963884178	0.00776014655904793	0.00427485943220271	0.00221223036266666	0.00107546295048741	0.000491153398452125	0.000210714997878268	0	0	0	0	0	0	0	0	0
"sample.45"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000142344161182279	0.000341039325795372	0.000767583904681889	0.00162294518902251	0.00322357991412324	0.00601491679591322	0.0105433203430652	0.0173612813425845	0.0268560874671092	0.0390265629889329	0.0532763499299738	0.0683227306057985	0.0823099925575742	0.0931529267740329	0.0990369008520466	0.0989131820663318	0.0928042574621867	0.0817971593771559	0.067727514580705	0.0526803497800308	0.0384936201266129	0.0264232027596927	0.0170387901205473	0.0103216384972581	0.00587374556608518	0.0031400619108754	0.00157694986573419	0.00074396783066681	0.000329721314300236	0.000137276589980736	0	0	0	0	0	0	0
"sample.46"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000203437145932916	0.000475376485896711	0.00104352229509798	0.00215190137760154	0.0041686898967111	0.00758635935528762	0.0129695177152235	0.0208291159461608	0.0314249389890819	0.0445384033216467	0.0592995556663874	0.0741694108884868	0.0871474762624193	0.0961925404915545	0.0997434922457219	0.0971592915957452	0.0889079720628701	0.0764282057307026	0.0617196164423973	0.0468219360907851	0.0333681486915653	0.0223393972605501	0.0140497108148829	0.00830079931350216	0.00460711484032089	0.00240212031760683	0.00117656810227585	0.000541372234904291	0.000234008418680927	0	0	0	0	0	0
"sample.47"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000287829705832866	0.000655972590999473	0.00140440500215016	0.00282459142854747	0.00533673331530155	0.00947222400535548	0.015793741075297	0.0247385740302607	0.0364016363053522	0.0503180433289358	0.0653406090306493	0.0797075034131923	0.0913422761589765	0.0983333981747825	0.099445894965356	0.0944776904822914	0.0843195482385135	0.0706942137368628	0.0556795941527373	0.0411969295081101	0.0286345413062018	0.0186970120388699	0.0114686098736181	0.00660854644377823	0.00357731932159286	0.00181913975466383	0.000869022490699986	0.000389989184254435	0.000164410936816671	0	0	0	0
"sample.48"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000182967995220297	0.000430764375501043	0.000952710660131623	0.00197942414997003	0.00386343223737832	0.00708376799668687	0.0122014642991551	0.0197431376272676	0.0300107595508723	0.0428542990996463	0.0574868352294147	0.0724434291040812	0.0857602805844751	0.0953739966081207	0.0996392306490287	0.0977884008271517	0.0901573041955566	0.0780856240670235	0.0635327784677557	0.0485602827320273	0.0348675280964883	0.0235189380025396	0.0149029021485809	0.00887116357848389	0.00496074518844455	0.00260597261200931	0.00128602487565022	0.000596191096890203	0.000259643944448289	0	0	0
"sample.49"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000259643944448289	0.000596191096890203	0.00128602487565022	0.00260597261200931	0.00496074518844455	0.0088711635784839	0.0149029021485809	0.0235189380025396	0.0348675280964884	0.0485602827320273	0.0635327784677557	0.0780856240670235	0.0901573041955566	0.0977884008271517	0.0996392306490287	0.0953739966081207	0.0857602805844751	0.0724434291040812	0.0574868352294147	0.0428542990996463	0.0300107595508723	0.0197431376272676	0.0122014642991551	0.00708376799668687	0.00386343223737833	0.00197942414997003	0.000952710660131624	0.000430764375501043	0.000182967995220297	0
"sample.50"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000164410936816671	0.000389989184254435	0.000869022490699986	0.00181913975466383	0.00357731932159286	0.00660854644377823	0.0114686098736181	0.0186970120388699	0.0286345413062018	0.0411969295081101	0.0556795941527373	0.0706942137368628	0.0843195482385135	0.0944776904822914	0.099445894965356	0.0983333981747825	0.0913422761589765	0.0797075034131923	0.0653406090306493	0.0503180433289358	0.0364016363053522	0.0247385740302607	0.015793741075297	0.00947222400535548	0.00533673331530155	0.00282459142854747	0.00140440500215016	0.000655972590999473	0.000287829705832866
"sample.n1"	8.20154557322659e-44	4.27663307987043e-149	3.90443443058152e-23	1.93404405006049e-11	0.000407865707238405	1.63742546532498e-11	0.0201497290409126	0.0406375018588846	0.0183736011625531	0.0460462234436168	0.0587404192750296	0.0717908888148965	0.0682925057355133	0.103112179050013	0.12441774648673	0.086453632707607	0.0489051834545045	0.139902705886145	0.0906076544512439	0.0162065035388129	0.0299653078702974	0.0176897961698635	0.000726621830714431	0.0175714720734931	5.28865553565806e-12	1.34994018458267e-16	2.46140014020463e-06	2.25000244990152e-20	7.86551592112754e-13	8.58696222405878e-118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.n2"	0	0	5.5324109539921e-13	2.5384720763409e-22	1.31396367743284e-07	0.00137130069190241	6.55123927465745e-12	1.88195509134107e-07	0.0197526722044801	0.0511709457114142	0.0437735184459541	0.0352466454835573	0.0641600058124821	0.0431854817297954	0.105379224557236	0.0898574976602069	0.0762963584047063	0.107434484502198	0.124880523464556	0.068141922628329	0.0661497785500596	0.0660350462664445	0.0109123400741932	0.0174218292395475	0.0037908392161227	0.00503924447816757	2.12623892783676e-08	1.67080279227279e-11	5.69441459054831e-13	2.54065714894304e-40	1.60580242475863e-153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.n3"	0	0	0	0	1.88150412435261e-74	0.0099343179865714	4.49900647826583e-09	8.97164003636445e-06	0.0121888690873946	0.00338992580779853	0.00517055552005202	2.14264563206049e-05	0.0485194114042176	0.0574109941542056	0.0959311954065372	0.0828669613634162	0.102753434469784	0.0902546758094156	0.0925950504897492	0.059832521947234	0.0932545960795352	0.0479118280799245	0.0498448573803602	0.0437659618574178	0.0725753510632564	0.0198864499915382	0.0012334326127283	0.00999998552841128	1.76591917853147e-12	4.26882965858481e-07	0.000648794480356828	2.37557093531338e-102	4.42244797315626e-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.n4"	0	0	0	0	0	0	4.17531382475024e-164	3.66900166792008e-35	1.52793161249653e-13	0.0099990453156195	0.00653358855290658	0.00136440030433587	0.0100372137885585	0.0216984575997961	0.0616881963478771	0.0364645038134683	0.0570448932104963	0.0728179977804523	0.176822503971903	0.0955299508087875	0.0922607112331415	0.0800393930734638	0.0390334192334435	0.0707720072031493	0.070661879643852	0.0401890412608888	0.0256071288823205	0.0124296346495713	0.0190045661359404	1.46718175949037e-06	8.11601794176757e-12	4.85385100843227e-26	8.07825418867882e-138	6.07641427543622e-312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.n5"	0	0	0	0	0	0	0	1.50606601794917e-104	2.89290231521452e-25	1.30293090297226e-12	1.96049880668518e-07	0.010067116028203	0.000481311725804787	0.00713961988707503	0.0472968010129079	0.0701612766116431	0.0512298804212254	0.0310786828623269	0.0614510093949843	0.0664484400547817	0.133951156060284	0.11260654275774	0.0894753685123889	0.0980852165328826	0.0672275789045014	0.0364462735515038	0.0552534321470475	0.0489228912628563	5.52375982690046e-06	4.44261124416098e-07	2.86108079578626e-08	1.81881443707425e-05	0.0126530214445298	6.17643108205955e-29	1.33896246005807e-42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.n6"	0	0	0	0	0	0	0	0	1.02761809689343e-50	4.03511269575061e-12	1.54557306594082e-15	7.51653276358063e-19	4.98838371778457e-12	6.94664574702133e-08	0.0199915244469158	0.0442968291245367	0.0436339060671197	0.0355115511083667	0.0334613730607123	0.100552830848523	0.049378320495153	0.118523192316764	0.110835804891843	0.0946939216820535	0.0990506535346882	0.062468755629757	0.0721908052491747	0.0590719759999204	0.0294316734847045	0.0190093869876109	0.00590769489933618	0.00198966641390202	1.59847095180856e-08	4.82987227914768e-08	4.01496853316609e-15	1.46974348196535e-16	4.24611688489803e-48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.n7"	0	0	0	0	0	0	0	0	0	0	1.50770133929048e-112	0.00530249217485793	3.07949927777115e-76	4.05303879451942e-05	0.0158360103411058	0.000256145466062544	0.022385156504522	2.53278586275577e-05	0.0537708674256547	0.0489602762946057	0.0808114562826877	0.0964992448131872	0.0595041460231398	0.113131056128966	0.063602826292957	0.107061260603081	0.10191006608163	0.077282590220893	0.0443831233830957	0.0513420801743081	0.0200263331955429	0.00293308049999709	0.0191526322610676	0.0157832570789066	4.05071568622933e-08	1.5071859163664e-15	2.80903644169673e-25	6.5689515896315e-19	1.89924180370079e-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.n8"	0	0	0	0	0	0	0	0	0	0	0	1.57221407831361e-164	6.75465545800477e-84	5.97201024691894e-31	3.04428502662557e-48	2.71079644479823e-08	0.0248757392921053	0.0194352045508103	0.0184388234785223	0.017670866400175	0.0544227136631999	0.0826002450433606	0.0700059454585143	0.093447017525079	0.0755776876799131	0.0890496574971583	0.0705044916346722	0.0643345550511409	0.0834937515829631	0.0494524009606255	0.0753706398203089	0.0772399502424787	0.0196069070745883	0.000274290898350683	0.00986827327610932	0.00433080736742657	1.89654643177713e-15	4.3945313782349e-09	3.21886531866185e-33	1.08894520511973e-20	4.36135083750258e-142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.n9"	0	0	0	0	0	0	0	0	0	0	0	0	0	4.70583965362451e-106	1.24093380442375e-50	2.50736326613853e-56	0.00379412807126636	0.000129188387629122	0.000706972460094424	0.00515290342080518	0.0615742247381092	0.026131748023611	0.0270531523432605	0.0385892661906906	0.116813953973101	0.152464500912022	0.100212770409314	0.0849668968333899	0.0974768800873037	0.0727265072381266	0.0496475524054634	0.0413160405030062	0.0356385568275514	0.0208272883844404	0.0344572259399477	0.00776402173979848	0.0138731174567142	0.00406429546163877	0.00461860369621643	2.0449649879845e-07	1.0317701201024e-65	3.89473341775259e-120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.n10"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.97069579110944e-99	5.86183952727499e-68	9.87219494936676e-95	0.000535602113005832	1.17608559207874e-05	0.00933651485902916	0.0193689583998309	0.0162374780115488	0.0099211108325511	0.0487393014365515	0.0552851321409023	0.0590739937621704	0.0743238984108184	0.0566346086069663	0.0894343064755122	0.109958070104022	0.116466795144054	0.0707055651089425	0.101248794448762	0.0377531617762522	0.0211532161452613	0.00642536303242014	0.0324813703546936	0.0550432821269044	1.86077999057766e-10	0.00621774139234448	0.00364397427492945	5.28182592774746e-13	4.1625317560256e-28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
