"otu.1"	"otu.2"	"otu.3"	"otu.4"	"otu.5"	"otu.6"	"otu.7"	"otu.8"	"otu.9"	"otu.10"	"otu.11"	"otu.12"	"otu.13"	"otu.14"	"otu.15"	"otu.16"	"otu.17"	"otu.18"	"otu.19"	"otu.20"	"otu.21"	"otu.22"	"otu.23"	"otu.24"	"otu.25"	"otu.26"	"otu.27"	"otu.28"	"otu.29"	"otu.30"	"otu.31"	"otu.32"	"otu.33"	"otu.34"	"otu.35"	"otu.36"	"otu.37"	"otu.38"	"otu.39"	"otu.40"	"otu.41"	"otu.42"	"otu.43"	"otu.44"	"otu.45"	"otu.46"	"otu.47"	"otu.48"	"otu.49"	"otu.50"	"otu.51"	"otu.52"	"otu.53"	"otu.54"	"otu.55"	"otu.56"	"otu.57"	"otu.58"	"otu.59"	"otu.60"	"otu.61"	"otu.62"	"otu.63"	"otu.64"	"otu.65"	"otu.66"	"otu.67"	"otu.68"	"otu.69"	"otu.70"	"otu.71"	"otu.72"	"otu.73"	"otu.74"	"otu.75"	"otu.76"	"otu.77"	"otu.78"	"otu.79"	"otu.80"
"sample.36"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000308193935635365	0.000698880134392901	0.00148880527132296	0.00297940604529351	0.00560116138821789	0.00989197643068255	0.0164113631022219	0.0255777790065406	0.0374487737957953	0.0515073217255026	0.0665513591080062	0.0807795603040682	0.0921091205371509	0.0986643777583547	0.099282961178917	0.0938524592738007	0.0833437788043986	0.0695276118858205	0.0544876443608612	0.0401139424937322	0.0277427339701132	0.0180243562273665	0.011000865670189	0.00630740264738226	0.00339727611195273	0.00171896775287857	0.000817073656780162	0.000364847422621985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.37"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000304719258244693	0.000691576809292651	0.00147447541492192	0.00295318901636992	0.00555650293747624	0.0098212880095359	0.0163076709732569	0.0254373595624039	0.0372742327013443	0.0513099971272593	0.066351670814959	0.0806043223811693	0.0919859280126649	0.0986145623913671	0.0993155619842264	0.0939615455772163	0.0835102135465448	0.0697245357807965	0.0546875243276364	0.0402946595297547	0.0278909503398615	0.0181357587159214	0.0110780862169572	0.00635697271376975	0.00342682990875497	0.00173536704146086	0.000825556376355626	0.000368942530477617	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.38"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000287877035966037	0.000656080457802167	0.00140463593966089	0.00282505589863433	0.00533761087690618	0.00947378159866331	0.0157963381660532	0.0247426419912098	0.0364076221166116	0.0503263175259467	0.0653513535079018	0.0797206103534241	0.0913572962976458	0.0983495679193797	0.0994622476466694	0.0944932262021341	0.0843334135740441	0.0707058385500172	0.0556887499922937	0.04120370384766	0.0286392499121096	0.0187000865376161	0.0114704957485699	0.00660963313975475	0.00357790756872808	0.00181943889031627	0.000869165390996168	0.00039005331328508	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.39"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000271890624198361	0.000622234191271574	0.00133773505025832	0.00270173616254796	0.00512592633093974	0.00913604814634493	0.0152968142769502	0.0240602537295689	0.0355513426283196	0.0493478692929231	0.0643483476515613	0.0788248200764351	0.0907079123241696	0.09805820747654	0.0995816512138669	0.0950016813177377	0.0851412171524344	0.0716811579418381	0.0566926509537944	0.0421216245545031	0.0293995075104389	0.0192766513614498	0.0118735264784015	0.00687043843419956	0.00373461445936298	0.0019070570765513	0.000914825376622415	0.00041225820677039	0	0	0	0	0	0	0	0	0	0	0	0
"sample.40"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000268792585536953	0.000615657021196941	0.00132469831367183	0.00267763715143174	0.00508443923789066	0.00906965971441837	0.0151983177246685	0.0239252585918775	0.0353813464818179	0.0491528458243962	0.064147476045893	0.0786442678991421	0.0905755895489235	0.097996792223201	0.099602249105741	0.0951005493150866	0.0853008778456603	0.0718754489758509	0.0568937074689268	0.0423062464650489	0.0295529847558835	0.0193934376953388	0.0119554201635659	0.00692359224660003	0.00376664522937847	0.00192501689768334	0.000924210652635053	0.000416834818534451	0	0	0	0	0	0	0	0	0	0	0
"sample.41"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000253781879478985	0.000583702726081735	0.00126118683508539	0.00255990430490771	0.00488117780176102	0.00874343567482403	0.0147128296271176	0.0232577065950446	0.0345377597223259	0.0481812469005932	0.0631420243282647	0.0777348137338699	0.0899019720158675	0.0976741114177332	0.0996887876968289	0.0955806006024589	0.086089421726301	0.0728427647217124	0.057900144305416	0.0432344029785631	0.0303274490064066	0.0199847578778772	0.0123713899361478	0.00719440190372862	0.00393031618521218	0.00201705099966672	0.000972440109187171	0.000440418387537888	0	0	0	0	0	0	0	0	0	0
"sample.42"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000239495705247295	0.00055314425024638	0.00120015038792575	0.002446186314712	0.00468381776383307	0.00842494436127044	0.014236088803	0.0225980481810827	0.0336982825183728	0.0472064344100096	0.0621228290464457	0.0767994034244854	0.0891910060571302	0.0973062808873371	0.0997280391080053	0.0960174749418407	0.0868440115682977	0.0737880557434444	0.0588964139761252	0.0441619491290009	0.0311074354378649	0.0205843320342691	0.0127957558136068	0.00747225533221573	0.0040991523381661	0.00211248195643417	0.00102270069889632	0.000465115371017637	0.000198714439716681	0	0	0	0	0	0	0	0
"sample.43"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000236737473828883	0.00054722961645346	0.00118830732214904	0.00242406659940237	0.00464533369592597	0.00836268774616654	0.0141426710488504	0.0224684748623132	0.0335329948886885	0.0470140523329715	0.0619212371873225	0.0766140037152695	0.0890498693722005	0.0972332965102713	0.099736317272816	0.0961054996580672	0.0869960929910455	0.0739788969486415	0.0590979680834674	0.0443500222078996	0.0312659571971509	0.0207064768540423	0.0128824150824088	0.0075291328526054	0.00413379777616094	0.00213211236616993	0.00103306475669497	0.00047022054146801	0.000201063039547956	0	0	0	0	0	0	0
"sample.44"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000223378468463449	0.00051850560323123	0.00113063439712989	0.00231604785415556	0.00445686478238613	0.00805690017265567	0.0136824258120085	0.0218280437853241	0.0327132072755709	0.0460561922630072	0.0609129353478857	0.0756811324716096	0.0883328638071585	0.0968531152684772	0.0997611559465884	0.0965308090264174	0.087745936646117	0.0749280926214659	0.0601061533753542	0.0452949503623876	0.0320654423711235	0.0213246188944268	0.0133223830297343	0.00781878278679989	0.00431075137519509	0.00223266414273389	0.00108630158830475	0.000496516889931457	0.000213193634356025	0	0	0	0	0	0
"sample.45"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000220791194822522	0.000512927290779962	0.00111940297980497	0.00229495252288959	0.00441995194019356	0.00799683220941026	0.0135917386519323	0.0217014444483483	0.0325505898368374	0.0458654521000841	0.0607112381098275	0.0754934191921198	0.0881872289553783	0.0967740444781162	0.0997628120810976	0.0966128887377409	0.0878937609106645	0.0751168941930836	0.0603078426679577	0.0454848281351198	0.0322267060563982	0.0214497321068405	0.0134117182727286	0.00787777488849238	0.00434689656044383	0.00225326172665719	0.00109723731570046	0.000501933396746929	0.000215699039782988	0	0	0	0	0
"sample.46"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000208262873674636	0.00048584246770709	0.00106472067225403	0.00219195933753642	0.00423921941412495	0.00770186482949713	0.0131450573167666	0.0210758777491437	0.031744277890857	0.0449160781453491	0.0597028138141436	0.0745494367005134	0.0874481300814631	0.0963636592543708	0.0997545316872243	0.097008229830691	0.0886219129792095	0.0760554352201036	0.0613163064713706	0.0464385137126702	0.0330397864477612	0.0220827291928641	0.0138651590710811	0.00817812155251238	0.00453146740960109	0.00235874371194047	0.00115339813493898	0.000529827296350894	0.000228636734279014	0	0	0	0
"sample.47"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000196391100187206	0.000460060535696317	0.00101242941215931	0.00209300912072475	0.00406475227906069	0.0074157254122497	0.0127095388384853	0.020462681267555	0.0309493748798158	0.0439741869343383	0.0586948976860116	0.0735968923385505	0.0866912365811459	0.0959284691950925	0.0997186580298253	0.0973782423485249	0.0893313777890788	0.0769843997888262	0.0623243874587478	0.0473990791445613	0.0338640100902465	0.0227281172002002	0.0143299650254179	0.00848757051696859	0.00472256838602053	0.00246848055438294	0.00121209807117233	0.000559116623482084	0.000242283391471722	0	0	0
"sample.48"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00019409277675238	0.000455055599761361	0.00100225019100271	0.00207369283564028	0.0040305962980157	0.00735954170981861	0.0126237630793364	0.0203415243196422	0.0307917766705273	0.0437867384510995	0.0584934235389639	0.0734054117975499	0.0865377726319401	0.0958384853004388	0.0997081743539023	0.0974491785481168	0.0894709802585116	0.0771689877403438	0.062525907849835	0.0475919833378269	0.034030176092147	0.0228586818865357	0.014424300655259	0.00855056756925431	0.00476158690671857	0.00249095041340455	0.00122415114765727	0.000565147226698832	0.000245100813299306	0	0
"sample.49"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000430843206018703	0.000952885007591138	0.00197978638751632	0.00386413925119037	0.00708506433670456	0.0122036971851633	0.0197467506506463	0.0300162515642451	0.0428621414997473	0.0574973554052636	0.0724566863587245	0.0857759748426301	0.0953914501905232	0.0996574647755674	0.0978062962490963	0.090173803115534	0.0780999138516879	0.063544405060157	0.0485691693355701	0.0348739089056863	0.02352324200297	0.01490562940171	0.00887278701453596	0.00496165301214917	0.00260644950885059	0.00128626022010402	0.000596300200742483	0.000259691459674041	0
"sample.50"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000426126907439738	0.000943239795204728	0.00196138056340905	0.00383140634503992	0.00703090380129861	0.0121205043689749	0.0196284869665705	0.0298613577332011	0.0426765075507338	0.0572960638538179	0.0722632181942001	0.0856182613888557	0.0952954368641497	0.0996401564996773	0.0978708345351238	0.0903085307990038	0.0782818097383507	0.0637455000679159	0.0487634924673013	0.0350426279224868	0.02365675255255	0.015002726146824	0.00893803048339239	0.0050023039403666	0.00262999495440469	0.00129896171040299	0.000602690545441109	0.000262693303862651
"sample.110"	0.000199360174594676	0.000443696444428714	0.000952146873672645	0.00242871883889279	0.00404416665561423	0.00662395166292703	0.0134872245025765	0.0233067338071555	0.0340397678244058	0.0422388261920865	0.0635669664570757	0.0760873694244971	0.0885653476736832	0.095034425975046	0.0988375387280926	0.0952166306343629	0.086825374613212	0.079610503930456	0.0604538691955105	0.045029924070908	0.0319139927268841	0.0195791759403511	0.0148247467732696	0.00836759947795929	0.00400318116450293	0.00249431004483731	0.00103085817352348	0.000397742351976005	0.000395849667497659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.210"	0	4.55979484160942e-05	0.000341354146495101	0.00107903268606333	0.00346472356143823	0.00452336548476354	0.00811375267191046	0.0129970799797796	0.0252428167020577	0.0299049574055007	0.0425767330994199	0.0582533164020798	0.0725710340129774	0.087330321392811	0.0960110083377029	0.10246852262215	0.101352039258171	0.087759555008978	0.077426201469546	0.0612208097159767	0.0460322460674536	0.032829813832531	0.0179497928323387	0.0126392408712029	0.00846828432239337	0.00467944967122173	0.003341882894902	0.000868734503574083	0.000400569717837508	0.000107763380307522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.310"	0	0	5.12580042357659e-05	0.000265176067837712	0.00113202256032061	0.00136404717489805	0.00369956468297734	0.00794903480464025	0.0121945599731193	0.0230646034286407	0.0320874335155321	0.0444129411931138	0.0582813257357582	0.0753516547342615	0.0873981369450363	0.0974289235360762	0.0989901524593541	0.0961784474728904	0.0849324211214508	0.0751804180521336	0.0634615310421418	0.048141941771301	0.0347078751766583	0.0229761564501573	0.0118591831668615	0.00984024790181325	0.00479113044917097	0.00172899098628722	0.0014615136453455	0.000879199766533418	0.000190108181453294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.410"	0	0	0	0.000136888540589258	0.000473825707737912	0.00075761450054014	0.00155768162991738	0.00432618119122608	0.00854497963029549	0.0118929483144108	0.0202960077254722	0.0305499971110442	0.0420038862841395	0.057764334661181	0.0754051994725619	0.0844439358304079	0.098225026418325	0.101532486840167	0.095877714714078	0.087189244539362	0.0744134142291916	0.0609230276197874	0.0488344031341423	0.0367826690120872	0.0237415297300299	0.0157679895046756	0.00863546305969804	0.00565777671555764	0.00211312064307891	0.00151741703029228	0.000374982757611679	0.00026025345239201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.51"	0	0	0	0	0	0.000319283295129359	0.000885651545594735	0.000889685327296647	0.00395592868218057	0.00773212594810698	0.0147068677579369	0.0201599030374069	0.0325076895607238	0.0436713778425131	0.0573926045598183	0.0692219752450318	0.0890605514503098	0.0941036049552225	0.0995370878034397	0.0945264477135419	0.0911157208125635	0.0783273112726028	0.0633555893468853	0.0487120866020921	0.0333505070700263	0.02492954709404	0.0148326725118919	0.00832812420906249	0.00435042683508229	0.00176496568057117	0.00112085656039117	0.00105779792856137	8.36093519766501e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.61"	0	0	0	0	0	0	0.000275794549739428	0.00111690079665273	0.00193682192524631	0.00360487991345935	0.00745698342272935	0.0127596899719766	0.0202965153123472	0.0295407136742059	0.0444531958087032	0.0567083361025613	0.0730284774926191	0.0789683490864971	0.095748409867536	0.10044541645602	0.0982564422630686	0.0973572107239919	0.0781955217999642	0.0619278757400832	0.046329014709232	0.0317452752692244	0.0265283094406698	0.0140391784904934	0.00971484607637576	0.00532393748893549	0.00236301186158884	0.00107775096829108	0.000593779114879204	0.000207361672908415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.71"	0	0	0	0	0	0	0	0.000511841056850765	0.000847223419011597	0.00127339682256371	0.0033616621506265	0.00585138288944164	0.0112870946655862	0.0170302478952486	0.0259722687048941	0.0442546336075269	0.054592481722414	0.0745451828635135	0.086125045969804	0.0915730261434581	0.0981602415045204	0.097496404176816	0.0901907173957023	0.0786046781886934	0.0634550209938695	0.0525903789331906	0.0370689503077164	0.0263695448871654	0.0174120201145988	0.0107907871674848	0.00475313541294855	0.00362078163190598	0.00100184348107673	0.000689469154095327	0.000570538739276079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.81"	0	0	0	0	0	0	0	0	0.000761729212895517	0.000748397598426734	0.00170875207638412	0.00353571997712698	0.00664881780941018	0.0120813705817992	0.0211147369866921	0.0267037620833663	0.0440522420468919	0.058127351366196	0.0725328252560251	0.0836469770047516	0.0943591199556308	0.0990275767659792	0.0953972371348269	0.0927448854800186	0.0799718839394415	0.0653745314608358	0.0500141694539248	0.0336562536365925	0.0237193067447856	0.0138392117634019	0.00974819180990854	0.00535969146943551	0.00278107920784618	0.00127968993590858	0.000793169373611256	0.000271319867886684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.91"	0	0	0	0	0	0	0	0	0	0.000526599405287136	0.00118850388404544	0.00187934749570737	0.00425065100959495	0.00588737890630028	0.0122134515160247	0.0208681398965318	0.0276820612497122	0.0404702012530567	0.0579194238597663	0.0701651850615272	0.0840340540437079	0.0913242367183699	0.0937672684100963	0.101022102644903	0.093244286536332	0.0801382231803235	0.0688482034254293	0.0510907989927043	0.036089868500311	0.0211212443737442	0.0149905860092022	0.00904501060714156	0.00630668506439123	0.00294526194782707	0.00154730155615488	0.000710824018544335	0.000723100433262935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.101"	0	0	0	0	0	0	0	0	0	0	0.000359390315552688	0.00137254880239304	0.00247752050985883	0.00293684988834879	0.00654384279110961	0.0102256133505212	0.0159053016555697	0.0274299180945947	0.042325307485213	0.0576607910166785	0.0693377992375716	0.0834720785671314	0.0925168159552763	0.0965432908204348	0.0957831726396713	0.0947056150486111	0.0825884129236348	0.0702466447624234	0.0504549101647307	0.0370632353674437	0.0238698472765529	0.0175264085054055	0.00885873093276171	0.00425146653129893	0.00308145705561791	0.00119923128249359	0.000811467283205153	0.000452331735895293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.111"	0	0	0	0	0	0	0	0	0	0	0	0.000126845842199197	0.00116079435998009	0.00194062516416691	0.00282047529262052	0.00634190994897917	0.0107003967270116	0.0173348194201799	0.0276290109632241	0.0407446820936402	0.0548388574973499	0.0677185590223897	0.0827142016861715	0.0860225831658025	0.0958387796735977	0.100540898711457	0.0936138884294799	0.0845524499800497	0.0627363784873926	0.0573312971817638	0.0418647407772553	0.0286514149234056	0.015203334621933	0.00939312299342756	0.00450243276030652	0.00309397259955447	0.00165277857820758	0.000490381246849415	0.000440367851604065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.121"	0	0	0	0	0	0	0	0	0	0	0	0	0.000286429095822015	0.000716439026861946	0.00196949870059201	0.00314496644619623	0.00723802188032476	0.00932517835291749	0.0171081282405125	0.0275760588189063	0.0383515596695123	0.0542101020532753	0.0668277141649064	0.0822224395815768	0.0931264045975104	0.103949411346868	0.0958183010013165	0.0913859428031209	0.0845311896178396	0.064597783746214	0.0536512341783728	0.03912596948772	0.0269382878138286	0.0166960628093482	0.00951080867352244	0.00584601827485907	0.00289458103980213	0.00143394684420378	0.000961844895452761	0.000555676838616452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.131"	0	0	0	0	0	0	0	0	0	0	0	0	0	7.84520128692849e-05	0.000309020983744079	0.00134014275795414	0.00370766015655108	0.00563754316269114	0.00954499043505777	0.0152390160427606	0.0259929214332775	0.0368295490880923	0.0532383207112128	0.0702500526368962	0.0785278829305638	0.0981172544776662	0.102772106472978	0.101830352694206	0.0885706413617012	0.0827043699723418	0.0657029125082504	0.0518650505176672	0.0415493431727125	0.0254872941515488	0.0148021026943437	0.0127861820589899	0.00697495029446955	0.00322940128373275	0.00190911673086151	0.000930144571260044	7.32246855994869e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.141"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000340244003230439	0.000740850829512959	0.000844085021197378	0.00300108655243783	0.00547219769141745	0.00853387022603871	0.0165021105810209	0.0253305539249456	0.0329250013129923	0.0547141454939435	0.0629340591728043	0.0795428707827526	0.094376868511859	0.0986920133355789	0.104515249126232	0.0943662035392134	0.0862020355854582	0.0664276529927726	0.0550479036298912	0.042724285100463	0.0272707347497554	0.0165544906951584	0.011993351842139	0.00545589511097963	0.00287754476737079	0.00163065818235369	0.000713914514569552	0.000270122723911114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.151"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000256877465599312	0.000878975410075024	0.00178768493092735	0.00249278761246681	0.00608776828048963	0.00744813227991772	0.0173842561745334	0.0233888957619927	0.0350212829198835	0.0545813285219501	0.0679643182214045	0.07573686159643	0.0951529921554984	0.102458477915799	0.0954232858578584	0.0954114401144927	0.0830105295334227	0.0712075367316269	0.0538306165406848	0.0399832800482725	0.0289093298431347	0.0190966095160562	0.00992871078521294	0.00673291004447803	0.00261118095429059	0.00167979888118712	0.00123207585628199	0.00030205604603244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.161"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00025035674585111	0.000863032941728751	0.00146253434864004	0.00284157020538213	0.00623550142916364	0.0110332279986889	0.0143949687290799	0.0243266765398686	0.0389542748067347	0.0520232035634997	0.0636229580678287	0.0842454891038622	0.08757788807823	0.097504625960057	0.0970552255303712	0.0887257648836893	0.0850170152204519	0.0741642811543826	0.0577003831833991	0.041768306563318	0.0280203580574777	0.0178894996812909	0.0117748806186503	0.00602007185422193	0.00340176976155653	0.00207741446699231	0.000877367505530887	0.000171353000051817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.171"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000332981151200667	0.000456142046340955	0.00162672426114949	0.00240916894888328	0.00510710117882184	0.00784694622988068	0.0147428143258899	0.0244673941813906	0.0377558915977806	0.0510892672077978	0.0659058073155887	0.0827035193514984	0.0887625529892736	0.0917335884301694	0.0982508240777619	0.0984869429778526	0.0907238961936685	0.0706627298798496	0.0582221550560266	0.0385796396213701	0.0291908967892597	0.0172954742520944	0.0101118825305135	0.00778247404544346	0.00257274845376994	0.0023628590230695	0.000750951699513462	6.66261841408699e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.181"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.16400401357122e-05	0.000542976606087293	0.00189655107149516	0.00253930455599998	0.00439166213574816	0.00946017333664702	0.0131385430091065	0.0257618695934166	0.0366462110946739	0.0470420408373012	0.0603766204211396	0.0804331023489191	0.088382753420414	0.0952600857540743	0.106962120586223	0.0958384883072436	0.084008544639504	0.0719050176525379	0.0563575764716167	0.0411414599061114	0.0285611139349375	0.0207296513092577	0.0130693396851444	0.00772609072056402	0.00462814056850247	0.00216517548969692	0.000444731051252438	0.000519015452249698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.191"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000330066440467753	0.000595292415274584	0.00198179611976445	0.00357330411718184	0.00598313816035668	0.00901338129433186	0.0143029590772568	0.0240837806851156	0.0374906453247843	0.0477552179311907	0.0624505933215292	0.0802848100860627	0.0925642475517628	0.0944275240206263	0.104204967132364	0.097562567592234	0.0840232119364024	0.0722231939431616	0.0547176923918129	0.0384693506184234	0.0298860663008776	0.0173226814067914	0.0125123766734694	0.00769082567029615	0.00346093614333799	0.00181689728824556	0.000884363205320752	0.000309284174622208	7.88289769354878e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.201"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000144162899991358	0.000217421937788079	0.000705456174833327	0.00225787298685792	0.00407653119039653	0.00806373668128397	0.0155545374763551	0.0232928594344541	0.0298679360861518	0.0472090154906658	0.0624202924679968	0.0790778807196931	0.0940813376335961	0.0932491030555702	0.102040364489987	0.0958496135533187	0.0830131032688165	0.079416785107887	0.0578327189166472	0.0403710746672027	0.0316192453004416	0.0189746444740148	0.0143782575553404	0.00699325863675306	0.00559287825843487	0.00168601678836504	0.000899960687973982	0.000822077790300604	0.000291856268881769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.211"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000321068674573422	0.000590707217390962	0.000695880786335832	0.00256561574400775	0.00437729033326687	0.00968234246959697	0.0135730875623546	0.0231288121280555	0.0347639588558002	0.051319407441625	0.0593587012752452	0.0806827977754264	0.0831123911406884	0.0972229533605385	0.0985413952093425	0.0976084267084184	0.0899645139069368	0.076367057797627	0.0583157482526676	0.0405359540332048	0.030865807934339	0.0180586526892443	0.0122276792285249	0.0078337106851275	0.0045749432294911	0.00238450281910967	0.000868606209230895	0.000284056662431998	0.000173929869398015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
